acc_no,strandedness
MH651167,dsDNA
MH651170,dsDNA
MH651173,dsDNA
MH651174,dsDNA
MH651175,dsDNA
MH651177,dsDNA
MH651179,dsDNA
MH651181,dsDNA
MH651182,dsDNA
MH651184,dsDNA
MH651186,dsDNA
MH651188,dsDNA
MH669002,dsDNA
MH669006,dsDNA
MH669007,dsDNA
MH669008,dsDNA
MH669010,dsDNA
MH669011,dsDNA
MH669013,dsDNA
MH669015,dsDNA
MH669016,dsDNA
MH669017,dsDNA
MH669274,dsDNA
MH673671,dsDNA
MH673672,dsDNA
MH673673,dsDNA
MH673674,dsDNA
MH674343,dsDNA
MH675927,dsDNA
MH688040,dsDNA
MH697577,dsDNA
MH697578,dsDNA
MH697582,dsDNA
MH697583,dsDNA
MH697584,dsDNA
MH697585,dsDNA
MH697586,dsDNA
MH697587,dsDNA
MH697588,dsDNA
MH697590,dsDNA
MH697591,dsDNA
MH700630,dsDNA
MH706966,dsDNA
MH707430,unknown
MH717096,dsDNA
MH719082,dsDNA
MH719189,dsDNA
MH719190,dsDNA
MH719191,dsDNA
MH719192,dsDNA
MH719193,dsDNA
MH719194,dsDNA
MH719195,dsDNA
MH725810,dsDNA
MH727544,dsDNA
MH727545,dsDNA
MH727546,dsDNA
MH727547,dsDNA
MH727549,dsDNA
MH727551,dsDNA
MH727552,dsDNA
MH727553,dsDNA
MH727554,dsDNA
MH727555,dsDNA
MH727557,dsDNA
MH727558,dsDNA
MH727559,dsDNA
MH727562,dsDNA
MH727593,dsDNA
MH729379,dsDNA
MH729874,dsDNA
MH730557,dsDNA
MH733496,dsDNA
MH744414,dsDNA
MH744416,dsDNA
MH744417,dsDNA
MH744418,dsDNA
MH744420,dsDNA
MH744421,dsDNA
MH744422,dsDNA
MH744424,dsDNA
MH744425,dsDNA
MH746817,dsDNA
MH751506,dsDNA
MH752385,dsDNA
MH752840,dsDNA
MH766655,dsDNA
MH779498,dsDNA
MH779499,dsDNA
MH779500,dsDNA
MH779501,dsDNA
MH779502,dsDNA
MH779503,dsDNA
MH779506,dsDNA
MH779507,dsDNA
MH779508,dsDNA
MH779509,dsDNA
MH779510,dsDNA
MH779511,dsDNA
MH779512,dsDNA
MH779513,dsDNA
MH779515,dsDNA
MH779516,dsDNA
MH779517,dsDNA
MH779518,dsDNA
MH779519,dsDNA
MH779520,dsDNA
MH779521,dsDNA
MH779522,dsDNA
MH779523,dsDNA
MH779524,dsDNA
MH779525,dsDNA
MH779526,dsDNA
MH779527,dsDNA
MH791397,dsDNA
MH791398,dsDNA
MH791399,dsDNA
MH791400,dsDNA
MH791401,dsDNA
MH791403,dsDNA
MH791406,dsDNA
MH791408,dsDNA
MH791409,dsDNA
MH791411,dsDNA
MH791413,dsDNA
MH791414,dsDNA
MH791415,dsDNA
MH791416,dsDNA
MH807810,dsDNA
MH807812,dsDNA
MH807816,dsDNA
MH807819,dsDNA
MH807820,dsDNA
MH809528,dsDNA
MH809530,dsDNA
MH809533,dsDNA
MH809535,dsDNA
MH823906,dsDNA
MH825697,dsDNA
MH825701,dsDNA
MH825702,dsDNA
MH825703,dsDNA
MH825704,dsDNA
MH825705,dsDNA
MH825706,dsDNA
MH825708,dsDNA
MH825709,dsDNA
MH825710,dsDNA
MH825711,dsDNA
MH825712,dsDNA
MH825713,dsDNA
MH834594,dsDNA
MH834597,dsDNA
MH834598,dsDNA
MH834599,dsDNA
MH834600,dsDNA
MH834601,dsDNA
MH834602,dsDNA
MH834604,dsDNA
MH834607,dsDNA
MH834608,dsDNA
MH834609,dsDNA
MH834612,dsDNA
MH834615,dsDNA
MH834618,dsDNA
MH834619,dsDNA
MH834620,dsDNA
MH834621,dsDNA
MH834622,dsDNA
MH834624,dsDNA
MH834625,dsDNA
MH834626,dsDNA
MH834627,dsDNA
MH834628,dsDNA
MH837542,dsDNA
MH837543,dsDNA
MH837626,dsDNA
MH844528,dsDNA
MH844529,dsDNA
MH844558,dsDNA
MH853355,dsDNA
MH853358,dsDNA
MH853786,dsDNA
MH853787,dsDNA
MH853788,dsDNA
MH884508,dsDNA
MH884510,dsDNA
MH884511,dsDNA
MH884512,dsDNA
MH884513,dsDNA
MH884514,dsDNA
MH884648,dsDNA
MH885472,dsDNA
MH892350,dsDNA
MH892351,dsDNA
MH892352,dsDNA
MH892353,dsDNA
MH892354,dsDNA
MH892355,dsDNA
MH892356,dsDNA
MH892357,dsDNA
MH892358,dsDNA
MH892359,dsDNA
MH892360,dsDNA
MH892361,dsDNA
MH892362,dsDNA
MH892363,dsDNA
MH892364,dsDNA
MH892365,dsDNA
MH892366,dsDNA
MH892367,dsDNA
MH892368,dsDNA
MH892369,dsDNA
MH892370,dsDNA
MH892371,dsDNA
MH892372,dsDNA
MH892373,dsDNA
MH892374,dsDNA
MH892375,dsDNA
MH892376,dsDNA
MH892377,dsDNA
MH892378,dsDNA
MH892379,dsDNA
MH892380,dsDNA
MH892381,dsDNA
MH892382,dsDNA
MH892385,dsDNA
MH910036,dsDNA
MH910037,dsDNA
MH910038,dsDNA
MH910039,dsDNA
MH910041,dsDNA
MH910042,dsDNA
MH917278,dsDNA
MH920362,dsDNA
MH920640,dsDNA
MH925090,dsDNA
MH925091,dsDNA
MH925092,dsDNA
MH925093,dsDNA
MH926055,dsDNA
MH926056,dsDNA
MH926057,dsDNA
MH926058,dsDNA
MH926059,dsDNA
MH926060,dsDNA
MH926061,dsDNA
MH926062,dsDNA
MH931003,ssDNA(+)
MH931004,ssDNA(+)
MH937457,dsDNA
MH937458,dsDNA
MH937459,dsDNA
MH937460,dsDNA
MH937461,dsDNA
MH937462,dsDNA
MH937463,dsDNA
MH937464,dsDNA
MH937465,dsDNA
MH937466,dsDNA
MH937467,dsDNA
MH937468,dsDNA
MH937469,dsDNA
MH937470,dsDNA
MH937471,dsDNA
MH937472,dsDNA
MH937473,dsDNA
MH937474,dsDNA
MH937475,dsDNA
MH937477,dsDNA
MH937478,dsDNA
MH937479,dsDNA
MH937480,dsDNA
MH937481,dsDNA
MH937483,dsDNA
MH937484,dsDNA
MH937485,dsDNA
MH937486,dsDNA
MH937487,dsDNA
MH937488,dsDNA
MH937490,dsDNA
MH937492,dsDNA
MH937493,dsDNA
MH937494,dsDNA
MH937495,dsDNA
MH937496,dsDNA
MH937497,dsDNA
MH937498,dsDNA
MH937499,dsDNA
MH937500,dsDNA
MH937501,dsDNA
MH937502,dsDNA
MH937503,dsDNA
MH937504,dsDNA
MH937505,dsDNA
MH937506,dsDNA
MH937507,dsDNA
MH937508,dsDNA
MH937509,dsDNA
MH937510,dsDNA
MH937511,dsDNA
MH939157,dsDNA
MH940212,dsDNA
MH972261,dsDNA
MH972262,dsDNA
MH972263,dsDNA
MH973661,dsDNA
MH973662,dsDNA
MH973663,dsDNA
MH973725,dsDNA
MH976506,dsDNA
MH976507,dsDNA
MH976508,dsDNA
MH976510,dsDNA
MH976512,dsDNA
MH976514,dsDNA
MH976515,dsDNA
MH976516,dsDNA
MH976517,dsDNA
MH976518,dsDNA
MH976519,dsDNA
MH992122,dsDNA
MH992123,dsDNA
MH992131,dsDNA
MH992154,ssDNA(+)
MH992156,ssDNA(+)
MH992157,ssDNA(+)
MH992158,ssDNA(+)
MH992159,ssDNA(+)
MH992160,ssDNA(+)
MH992161,ssDNA(+)
MH992163,ssDNA(+)
MH992164,ssDNA(+)
MH992165,ssDNA(+)
MH992166,ssDNA(+)
MH992167,ssDNA(+)
MH992168,ssDNA(+)
MH992169,ssDNA(+)
MH992170,ssDNA(+)
MH992171,ssDNA(+)
MH992172,ssDNA(+)
MH992173,ssDNA(+)
MH992174,ssDNA(+)
MH992175,ssDNA(+)
MH992177,ssDNA(+)
MH992178,ssDNA(+)
MH992180,ssDNA(+)
MH992181,ssDNA(+)
MH992182,ssDNA(+)
MH992183,ssDNA(+)
MH992184,ssDNA(+)
MH992185,ssDNA(+)
MH992186,ssDNA(+)
MH992187,ssDNA(+)
MH992188,ssDNA(+)
MH992189,ssDNA(+)
MH992190,ssDNA(+)
MH992191,ssDNA(+)
MH992192,ssDNA(+)
MH992193,ssDNA(+)
MH992194,ssDNA(+)
MH992195,ssDNA(+)
MH992196,ssDNA(+)
MH992197,ssDNA(+)
MH992198,ssDNA(+)
MH992199,ssDNA(+)
MH992200,ssDNA(+)
MH992201,ssDNA(+)
MH992202,ssDNA(+)
MH992203,ssDNA(+)
MH992204,ssDNA(+)
MH992205,ssDNA(+)
MH992206,ssDNA(+)
MH992207,ssDNA(+)
MH992208,ssDNA(+)
MH992209,ssDNA(+)
MH992210,ssDNA(+)
MH992211,ssDNA(+)
MH992212,ssDNA(+)
MH992213,ssDNA(+)
MH992214,ssDNA(+)
MH992215,ssDNA(+)
MH992216,ssDNA(+)
MH992217,ssDNA(+)
MH992218,ssDNA(+)
MH992219,ssDNA(+)
MH992220,ssDNA(+)
MH992221,ssDNA(+)
MH992222,ssDNA(+)
MH992223,ssDNA(+)
MH992509,dsDNA
MH992510,dsDNA
MH999280,dsDNA
MK012432,ssDNA(+)
MK012444,ssDNA(+)
MK012456,ssDNA(+)
MK012459,ssDNA(+)
MK012460,ssDNA(+)
MK012469,ssDNA(+)
MK012474,ssDNA(+)
MK012480,ssDNA(+)
MK012483,ssDNA(+)
MK012486,ssDNA(+)
MK012496,ssDNA(+)
MK012499,ssDNA(+)
MK012519,ssDNA(+)
MK012528,unknown
MK016491,dsDNA
MK016492,dsDNA
MK016493,dsDNA
MK016496,dsDNA
MK016497,dsDNA
MK016498,dsDNA
MK016499,dsDNA
MK016501,dsDNA
MK016502,dsDNA
MK016664,dsDNA
MK017819,dsDNA
MK017820,dsDNA
MK033137,dsDNA
MK044828,dsDNA
MK044829,dsDNA
MK047638,dsDNA
MK047639,dsDNA
MK047640,dsDNA
MK047641,dsDNA
MK047642,dsDNA
MK047643,unknown
MK047717,dsDNA
MK047718,dsDNA
MK061406,dsDNA
MK061407,dsDNA
MK061409,dsDNA
MK061410,dsDNA
MK061411,dsDNA
MK061414,dsDNA
MK061416,dsDNA
MK064565,dsDNA
MK069556,dsDNA
MK071653,dsDNA
MK075001,dsDNA
MK075002,dsDNA
MK075003,dsDNA
MK075004,dsDNA
MK075006,dsDNA
MK080312,dsDNA
MK084630,dsDNA
MK085976,dsDNA
MK088078,dsDNA
MK089780,dsDNA
MK095192,dsDNA
MK095194,dsDNA
MK095195,dsDNA
MK095196,dsDNA
MK095197,dsDNA
MK095198,dsDNA
MK095199,dsDNA
MK095200,dsDNA
MK095201,dsDNA
MK095204,dsDNA
MK095205,dsDNA
MK095206,dsDNA
MK095207,dsDNA
MK095208,dsDNA
MK095211,dsDNA
MK095605,dsDNA
MK097141,dsDNA
MK105819,dsDNA
MK112526,dsDNA
MK112527,dsDNA
MK112528,dsDNA
MK112531,dsDNA
MK112533,dsDNA
MK112534,dsDNA
MK112535,dsDNA
MK112536,dsDNA
MK112537,dsDNA
MK112538,dsDNA
MK112539,dsDNA
MK112540,dsDNA
MK112541,dsDNA
MK112542,dsDNA
MK112543,dsDNA
MK112544,dsDNA
MK112545,dsDNA
MK112546,dsDNA
MK112547,dsDNA
MK112548,dsDNA
MK112549,dsDNA
MK112550,dsDNA
MK112551,dsDNA
MK112552,dsDNA
MK112553,dsDNA
MK112554,dsDNA
MK112555,dsDNA
MK113949,dsDNA
MK113950,dsDNA
MK113951,dsDNA
MK125140,dsDNA
MK135468,dsDNA
MK138526,dsDNA
MK138527,dsDNA
MK144667,dsDNA
MK165087,dsDNA
MK165657,dsDNA
MK165658,dsDNA
MK170160,dsDNA
MK170447,unknown
MK202159,dsDNA
MK202160,dsDNA
MK202161,dsDNA
MK203850,dsDNA
MK211557,dsDNA
MK213795,ssRNA(+)
MK214385,dsDNA
MK215646,dsDNA
MK224498,dsDNA
MK234886,dsDNA
MK238400,dsDNA
MK240351,dsDNA
MK240575,dsDNA
MK241539,dsDNA
MK249126,dsDNA
MK249127,ssDNA(+)
MK249128,ssDNA(+)
MK249129,ssDNA(+)
MK249130,ssDNA(+)
MK249131,ssDNA(+)
MK249132,ssDNA(+)
MK249133,ssDNA(+)
MK249134,ssDNA(+)
MK249135,ssDNA(+)
MK249136,ssDNA(+)
MK249137,ssDNA(+)
MK249138,ssDNA(+)
MK249139,ssDNA(+)
MK249140,ssDNA(+)
MK249141,ssDNA(+)
MK249142,ssDNA(+)
MK249143,ssDNA(+)
MK249144,ssDNA(+)
MK249145,ssDNA(+)
MK249146,ssDNA(+)
MK249147,ssDNA(+)
MK249148,ssDNA(+)
MK249149,ssDNA(+)
MK249150,ssDNA(+)
MK249151,ssDNA(+)
MK249152,ssDNA(+)
MK249153,ssDNA(+)
MK249154,ssDNA(+)
MK249155,ssDNA(+)
MK249156,ssDNA(+)
MK249157,ssDNA(+)
MK249158,ssDNA(+)
MK249159,ssDNA(+)
MK249160,ssDNA(+)
MK249161,ssDNA(+)
MK249162,ssDNA(+)
MK249163,ssDNA(+)
MK249164,ssDNA(+)
MK249165,ssDNA(+)
MK249166,ssDNA(+)
MK249167,ssDNA(+)
MK249168,ssDNA(+)
MK249169,ssDNA(+)
MK249170,ssDNA(+)
MK249171,ssDNA(+)
MK249172,ssDNA(+)
MK249173,ssDNA(+)
MK249174,ssDNA(+)
MK249175,ssDNA(+)
MK249176,ssDNA(+)
MK249177,ssDNA(+)
MK249178,ssDNA(+)
MK249179,ssDNA(+)
MK249180,ssDNA(+)
MK249181,ssDNA(+)
MK249182,ssDNA(+)
MK249183,ssDNA(+)
MK249184,ssDNA(+)
MK249185,ssDNA(+)
MK249186,ssDNA(+)
MK249187,ssDNA(+)
MK249188,ssDNA(+)
MK249189,ssDNA(+)
MK249190,ssDNA(+)
MK249191,ssDNA(+)
MK249192,ssDNA(+)
MK249193,ssDNA(+)
MK249194,ssDNA(+)
MK249195,ssDNA(+)
MK249196,ssDNA(+)
MK249197,ssDNA(+)
MK249198,ssDNA(+)
MK249199,ssDNA(+)
MK249200,ssDNA(+)
MK249201,ssDNA(+)
MK249202,ssDNA(+)
MK249203,ssDNA(+)
MK249204,ssDNA(+)
MK249205,ssDNA(+)
MK249206,ssDNA(+)
MK249207,ssDNA(+)
MK249208,ssDNA(+)
MK249209,ssDNA(+)
MK249210,ssDNA(+)
MK249211,ssDNA(+)
MK249212,ssDNA(+)
MK249213,ssDNA(+)
MK249214,ssDNA(+)
MK249215,ssDNA(+)
MK249216,ssDNA(+)
MK249217,ssDNA(+)
MK249218,ssDNA(+)
MK249219,ssDNA(+)
MK249220,ssDNA(+)
MK249221,ssDNA(+)
MK249222,ssDNA(+)
MK249223,ssDNA(+)
MK249224,ssDNA(+)
MK249225,ssDNA(+)
MK249226,ssDNA(+)
MK249227,ssDNA(+)
MK249228,ssDNA(+)
MK249229,ssDNA(+)
MK249230,ssDNA(+)
MK249231,ssDNA(+)
MK249232,ssDNA(+)
MK249233,ssDNA(+)
MK249234,ssDNA(+)
MK249871,dsDNA
MK249872,dsDNA
MK250015,dsDNA
MK250016,dsDNA
MK250017,dsDNA
MK250018,dsDNA
MK250019,dsDNA
MK250020,dsDNA
MK250021,dsDNA
MK250022,dsDNA
MK250023,dsDNA
MK250024,dsDNA
MK250025,dsDNA
MK250026,dsDNA
MK250027,dsDNA
MK250028,dsDNA
MK250029,dsDNA
MK250904,dsDNA
MK257719,dsDNA
MK257720,dsDNA
MK257721,dsDNA
MK257722,dsDNA
MK257723,dsDNA
MK257744,dsDNA
MK263179,ssDNA(+)
MK268344,dsDNA
MK268686,dsDNA
MK279840,dsDNA
MK279842,dsDNA
MK279843,dsDNA
MK279844,dsDNA
MK279845,dsDNA
MK279846,dsDNA
MK279847,dsDNA
MK279848,dsDNA
MK279849,dsDNA
MK279850,dsDNA
MK279851,dsDNA
MK279852,dsDNA
MK279853,dsDNA
MK279855,dsDNA
MK279856,dsDNA
MK279858,dsDNA
MK279859,dsDNA
MK279860,dsDNA
MK279861,dsDNA
MK279862,dsDNA
MK279864,dsDNA
MK279865,dsDNA
MK279866,dsDNA
MK279867,dsDNA
MK279868,dsDNA
MK279869,dsDNA
MK279870,dsDNA
MK279871,dsDNA
MK279872,dsDNA
MK279873,dsDNA
MK279874,dsDNA
MK279875,dsDNA
MK279876,dsDNA
MK279877,dsDNA
MK279878,dsDNA
MK279879,dsDNA
MK279880,dsDNA
MK279881,dsDNA
MK279882,dsDNA
MK279883,dsDNA
MK279884,dsDNA
MK279885,dsDNA
MK279886,dsDNA
MK279887,dsDNA
MK279888,dsDNA
MK279889,dsDNA
MK279890,dsDNA
MK279891,dsDNA
MK279893,dsDNA
MK279894,dsDNA
MK279895,dsDNA
MK279896,dsDNA
MK279897,dsDNA
MK279898,dsDNA
MK279900,dsDNA
MK279901,dsDNA
MK279902,dsDNA
MK279904,dsDNA
MK279905,dsDNA
MK279907,dsDNA
MK279908,dsDNA
MK279910,dsDNA
MK279911,dsDNA
MK279912,dsDNA
MK279913,dsDNA
MK284518,dsDNA
MK284519,dsDNA
MK284520,dsDNA
MK284521,dsDNA
MK288021,dsDNA
MK288022,dsDNA
MK290737,dsDNA
MK290738,dsDNA
MK290739,dsDNA
MK290764,dsDNA
MK291441,dsDNA
MK291442,dsDNA
MK291443,dsDNA
MK291444,dsDNA
MK291445,dsDNA
MK295203,dsDNA
MK295204,dsDNA
MK295205,dsDNA
MK301437,dsDNA
MK301439,dsDNA
MK301441,dsDNA
MK301442,dsDNA
MK301443,dsDNA
MK301608,dsDNA
MK305884,dsDNA
MK305885,dsDNA
MK305887,dsDNA
MK305889,dsDNA
MK305890,dsDNA
MK305891,dsDNA
MK305892,dsDNA
MK305893,dsDNA
MK308638,dsDNA
MK308674,dsDNA
MK308675,dsDNA
MK308676,dsDNA
MK308677,dsDNA
MK310138,dsDNA
MK310139,dsDNA
MK310140,dsDNA
MK310141,dsDNA
MK310142,dsDNA
MK310143,dsDNA
MK310144,dsDNA
MK310145,dsDNA
MK310146,dsDNA
MK310183,dsDNA
MK310184,dsDNA
MK310226,dsDNA
MK318076,dsDNA
MK318083,dsDNA
MK327928,dsDNA
MK327929,dsDNA
MK327930,dsDNA
MK327931,dsDNA
MK327932,dsDNA
MK327933,dsDNA
MK327934,dsDNA
MK327935,dsDNA
MK327936,dsDNA
MK327937,dsDNA
MK327939,dsDNA
MK327940,dsDNA
MK327941,dsDNA
MK327942,dsDNA
MK327943,dsDNA
MK327944,dsDNA
MK327945,dsDNA
MK327946,dsDNA
MK327947,dsDNA
MK330684,dsDNA
MK331930,dsDNA
MK331931,dsDNA
MK340761,dsDNA
MK340941,dsDNA
MK348510,dsDNA
MK358448,dsDNA
MK359299,dsDNA
MK359301,dsDNA
MK359303,dsDNA
MK359305,dsDNA
MK359306,dsDNA
MK359307,dsDNA
MK359308,dsDNA
MK359309,dsDNA
MK359310,dsDNA
MK359311,dsDNA
MK359312,dsDNA
MK359313,dsDNA
MK359314,dsDNA
MK359315,dsDNA
MK359316,dsDNA
MK359317,dsDNA
MK359318,dsDNA
MK359319,dsDNA
MK359320,dsDNA
MK359321,dsDNA
MK359322,dsDNA
MK359323,dsDNA
MK359324,dsDNA
MK359325,dsDNA
MK359326,dsDNA
MK359327,dsDNA
MK359328,dsDNA
MK359329,dsDNA
MK359330,dsDNA
MK359332,dsDNA
MK359333,dsDNA
MK359334,dsDNA
MK359335,dsDNA
MK359336,dsDNA
MK359337,dsDNA
MK359338,dsDNA
MK359339,dsDNA
MK359340,dsDNA
MK359341,dsDNA
MK359342,dsDNA
MK359344,dsDNA
MK359347,dsDNA
MK359348,dsDNA
MK359349,dsDNA
MK359350,dsDNA
MK359351,dsDNA
MK359353,dsDNA
MK359354,dsDNA
MK359355,dsDNA
MK359356,dsDNA
MK359357,dsDNA
MK359358,dsDNA
MK359359,dsDNA
MK359360,dsDNA
MK359361,dsDNA
MK359362,dsDNA
MK359363,dsDNA
MK359364,dsDNA
MK359365,dsDNA
MK359366,dsDNA
MK359990,dsDNA
MK360024,dsDNA
MK373770,dsDNA
MK373771,dsDNA
MK373773,dsDNA
MK373774,dsDNA
MK373775,dsDNA
MK373778,dsDNA
MK373779,dsDNA
MK373780,dsDNA
MK373781,dsDNA
MK373782,dsDNA
MK373784,dsDNA
MK373785,dsDNA
MK373786,dsDNA
MK373787,dsDNA
MK373789,dsDNA
MK373790,dsDNA
MK373791,dsDNA
MK373792,dsDNA
MK373793,dsDNA
MK373794,dsDNA
MK373795,dsDNA
MK373797,dsDNA
MK373799,dsDNA
MK376954,dsDNA
MK376956,dsDNA
MK376958,dsDNA
MK376959,dsDNA
MK376960,dsDNA
MK376962,dsDNA
MK376963,dsDNA
MK380014,dsDNA
MK380015,dsDNA
MK380016,dsDNA
MK387309,dsDNA
MK387337,dsDNA
MK388859,dsDNA
MK392363,dsDNA
MK392364,dsDNA
MK392365,dsDNA
MK392367,dsDNA
MK392368,dsDNA
MK408758,dsDNA
MK411820,dsDNA
MK415399,dsDNA
MK415400,unknown
MK415401,unknown
MK415402,unknown
MK415403,dsDNA
MK415404,dsDNA
MK415405,unknown
MK415406,unknown
MK415407,unknown
MK415408,dsDNA
MK415409,unknown
MK415410,dsDNA
MK416007,dsDNA
MK416008,dsDNA
MK416009,dsDNA
MK416010,dsDNA
MK416013,dsDNA
MK416014,dsDNA
MK416016,dsDNA
MK416017,dsDNA
MK416019,dsDNA
MK416020,dsDNA
MK416021,dsDNA
MK416022,dsDNA
MK417514,dsDNA
MK417515,dsDNA
MK417516,dsDNA
MK422448,dsDNA
MK422450,dsDNA
MK422451,dsDNA
MK422452,dsDNA
MK422454,dsDNA
MK422455,dsDNA
MK433259,dsDNA
MK433260,dsDNA
MK433261,dsDNA
MK433262,dsDNA
MK433263,dsDNA
MK433265,dsDNA
MK433266,dsDNA
MK433267,dsDNA
MK433268,dsDNA
MK433269,dsDNA
MK433270,dsDNA
MK433271,dsDNA
MK433272,dsDNA
MK433273,dsDNA
MK433274,dsDNA
MK433275,dsDNA
MK433276,dsDNA
MK433277,dsDNA
MK433278,dsDNA
MK433279,dsDNA
MK433579,dsDNA
MK433580,dsDNA
MK433581,dsDNA
MK433582,dsDNA
MK433583,dsDNA
MK443264,dsDNA
MK443265,dsDNA
MK443266,dsDNA
MK448228,dsDNA
MK448230,dsDNA
MK448231,dsDNA
MK448232,dsDNA
MK448234,dsDNA
MK448235,dsDNA
MK448236,dsDNA
MK448237,dsDNA
MK448317,dsDNA
MK448319,dsDNA
MK448320,dsDNA
MK448321,unknown
MK448322,unknown
MK448323,unknown
MK448324,unknown
MK448325,unknown
MK448326,unknown
MK448327,unknown
MK448328,unknown
MK448329,unknown
MK448330,unknown
MK448331,unknown
MK448332,unknown
MK448333,unknown
MK448334,dsDNA
MK448335,unknown
MK448336,unknown
MK448337,dsDNA
MK448338,unknown
MK448339,unknown
MK448340,unknown
MK448341,dsDNA
MK448342,dsDNA
MK448343,unknown
MK448344,unknown
MK448345,dsDNA
MK448346,unknown
MK448347,unknown
MK448348,unknown
MK448349,dsDNA
MK448350,unknown
MK448352,unknown
MK448353,unknown
MK448354,dsDNA
MK448355,unknown
MK448356,dsDNA
MK448358,dsDNA
MK448359,unknown
MK448360,dsDNA
MK448362,dsDNA
MK448364,dsDNA
MK448365,unknown
MK448366,unknown
MK448367,unknown
MK448368,dsDNA
MK448369,unknown
MK448370,unknown
MK448371,unknown
MK448372,unknown
MK448373,unknown
MK448374,unknown
MK448375,unknown
MK448376,dsDNA
MK448378,unknown
MK448379,unknown
MK448380,unknown
MK448381,unknown
MK448382,unknown
MK448383,dsDNA
MK448384,unknown
MK448385,unknown
MK448386,dsDNA
MK448387,unknown
MK448388,unknown
MK448389,unknown
MK448390,unknown
MK448391,unknown
MK448392,unknown
MK448393,dsDNA
MK448395,dsDNA
MK448399,dsDNA
MK448400,unknown
MK448401,unknown
MK448402,dsDNA
MK448403,unknown
MK448404,unknown
MK448405,unknown
MK448406,unknown
MK448407,dsDNA
MK448408,unknown
MK448409,unknown
MK448410,unknown
MK448411,dsDNA
MK448413,dsDNA
MK448414,dsDNA
MK448415,unknown
MK448416,dsDNA
MK448417,unknown
MK448418,unknown
MK448419,unknown
MK448420,unknown
MK448421,unknown
MK448422,unknown
MK448423,dsDNA
MK448424,unknown
MK448425,dsDNA
MK448426,unknown
MK448427,dsDNA
MK448428,dsDNA
MK448429,unknown
MK448430,dsDNA
MK448431,unknown
MK448432,dsDNA
MK448433,unknown
MK448434,dsDNA
MK448435,unknown
MK448436,dsDNA
MK448437,unknown
MK448438,dsDNA
MK448439,unknown
MK448440,unknown
MK448441,unknown
MK448442,unknown
MK448443,dsDNA
MK448444,unknown
MK448445,unknown
MK448446,dsDNA
MK448447,dsDNA
MK448448,unknown
MK448449,dsDNA
MK448450,dsDNA
MK448451,dsDNA
MK448452,dsDNA
MK448453,dsDNA
MK448454,unknown
MK448455,unknown
MK448456,unknown
MK448457,dsDNA
MK448458,unknown
MK448459,unknown
MK448461,unknown
MK448462,unknown
MK448463,unknown
MK448464,unknown
MK448465,unknown
MK448466,unknown
MK448467,unknown
MK448468,unknown
MK448469,unknown
MK448470,unknown
MK448471,unknown
MK448472,unknown
MK448473,unknown
MK448474,unknown
MK448475,unknown
MK448476,unknown
MK448477,unknown
MK448478,unknown
MK448480,unknown
MK448481,unknown
MK448482,dsDNA
MK448483,unknown
MK448484,unknown
MK448485,dsDNA
MK448486,unknown
MK448487,unknown
MK448488,dsDNA
MK448489,unknown
MK448490,unknown
MK448491,unknown
MK448492,unknown
MK448493,unknown
MK448495,unknown
MK448496,dsDNA
MK448497,unknown
MK448498,unknown
MK448500,dsDNA
MK448501,unknown
MK448502,unknown
MK448503,unknown
MK448504,unknown
MK448505,unknown
MK448506,dsDNA
MK448507,unknown
MK448508,unknown
MK448509,dsDNA
MK448510,unknown
MK448511,unknown
MK448512,unknown
MK448513,unknown
MK448514,unknown
MK448515,unknown
MK448516,unknown
MK448517,unknown
MK448518,unknown
MK448519,unknown
MK448520,unknown
MK448521,unknown
MK448522,unknown
MK448523,unknown
MK448524,dsDNA
MK448525,unknown
MK448526,unknown
MK448528,dsDNA
MK448530,unknown
MK448531,unknown
MK448532,dsDNA
MK448533,unknown
MK448534,unknown
MK448535,unknown
MK448536,unknown
MK448537,unknown
MK448539,unknown
MK448540,dsDNA
MK448541,unknown
MK448542,dsDNA
MK448543,unknown
MK448544,unknown
MK448546,unknown
MK448547,unknown
MK448548,unknown
MK448549,unknown
MK448550,dsDNA
MK448551,unknown
MK448552,unknown
MK448554,unknown
MK448555,unknown
MK448556,dsDNA
MK448557,unknown
MK448558,dsDNA
MK448559,dsDNA
MK448560,unknown
MK448561,unknown
MK448562,unknown
MK448564,unknown
MK448565,unknown
MK448567,unknown
MK448568,unknown
MK448569,unknown
MK448570,unknown
MK448572,unknown
MK448573,unknown
MK448574,unknown
MK448575,unknown
MK448576,unknown
MK448577,unknown
MK448578,unknown
MK448579,unknown
MK448580,unknown
MK448581,dsDNA
MK448582,unknown
MK448583,unknown
MK448584,dsDNA
MK448585,unknown
MK448586,unknown
MK448587,dsDNA
MK448588,unknown
MK448589,dsDNA
MK448590,unknown
MK448591,dsDNA
MK448595,unknown
MK448596,unknown
MK448597,unknown
MK448598,unknown
MK448599,unknown
MK448600,unknown
MK448601,unknown
MK448602,dsDNA
MK448604,unknown
MK448607,unknown
MK448608,dsDNA
MK448609,dsDNA
MK448610,unknown
MK448611,unknown
MK448612,unknown
MK448613,unknown
MK448614,unknown
MK448615,unknown
MK448616,unknown
MK448617,dsDNA
MK448618,unknown
MK448619,unknown
MK448620,unknown
MK448621,unknown
MK448622,dsDNA
MK448623,unknown
MK448624,dsDNA
MK448625,dsDNA
MK448626,unknown
MK448627,unknown
MK448628,unknown
MK448629,unknown
MK448630,unknown
MK448631,dsDNA
